Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
memory-for-xserve-ddr3-1066-2gbx3,"Xserve Memory for Model 3,1 (2GBx3)","<p><span>The Xserve DDR3-1066 comes in two versions, the 4-core and the 8-core. The 4-core has 6 DIMM slots, and it upgradable to a maximum of 24GB with the installation of 6x 4GB modules (2x 12GB kits). The 8-core has 12 slots, and it is upgradable to a maximum of 48GB with the installation of 12x 4GB modules (4x 12GB kits). Since the new Xserve runs a ""Tri-Channel"" memory interface, memory MUST be installed in matched sets of three at a time. </span><br><br><b>Matched Modules:</b><span> The new Xserve Intel DDR3-1066 runs a Tri-Channel memory interface. The Ramjet kits for the Xserve DDR3-1066 contain a matched set (3x) of DIMMs. The kit will consist of identical brand/model/spec IC's. They will be from a single batch, and will have matching series numbers. This ensures maximum performance, and perfect compatibility. </span></p><!-- split --><p>Please view Apple's installation guide for more information.<br> <a href=""http://manuals.ramjet.com/xserve1066.pdf"" target=""_blank"">Apple's installation guide.</a></p>",Ramjet,DIMM,"ltitle-6GB (2GBx3), zdataspeed-DDR3-1066Mhz, zdimmconfig-2GBx3, zkitsize-6GB",true,Title,Default Title,,,,,XTS6G,150,shopify,3,continue,manual,81.99,,true,true,'688168677847,https://cdn.shopify.com/s/files/1/0197/5874/products/XTS6GL_1.jpeg?v=1456250002,,false,688168677847,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,FALSE,xserve,,,,,,lb,
xserve-ddr2-800-memory-8gbx2,Xserve DDR2-800 Memory 16GB Kit (8GBx2),"",Ramjet,LEGACY DIMM,ltitle-16GB (8GBx2),false,Title,16GB Kit (2x8GB),,,,,XISx16G,40,,1,continue,manual,999.99,,true,true,'688168677786,https://cdn.shopify.com/s/files/1/0197/5874/products/XISx16GL_1.jpeg?v=1456249917,,false,688168677786,,,electronics > electronics accessories > memory > ram,,,,,,,,,,,,,lb,
xserve-ddr2-800-memory-4gbx2,"Xserve Memory for Model 2,1 (4GBx2)","<p><span>The Xserve 2,1 is based on the Intel Xeon 5400 series CPU.  This Xserve uses a new type of memory called an FB-DIMM. There are eight (8) slots, and the FB-DIMMs must be installed in pairs (2x at a time), or to run 256 Bit Addressing they would be installed in matched quads (4x identical modules). The original 1GB is installed as a pair of two 512MB FB-DIMMs. The system maximum is 32GB with the installation of eight (8) 4 GB FB-DIMMs.</span><br><br><b>Matched Modules:</b><span> Ramjet kits contain a matched pair of FB-DIMMs. The kit will consist of identical brand/model/spec IC's. They will be from a single batch, and will have matching series numbers. This ensures perfect compatibility. </span><br><br><b>256 Bit Addressing:</b><span> The Xserve 2,1 is capable of addressing a bank of four (4) FB-DIMMs as a single 256-bit memory bus. Having your memory installed as a matched quad will increase your system performance by 5-10%. The Ramjet 1GB FB-DIMM kit (2x 512MB) can be installed along with the Apple original 1GB (2x 512MB) to create a 256 bit quad of four (4) 512MB FB-DIMMs. </span></p>
<!-- split -->
<p>Please view Apple's installation guide for more information.<br> <a href=""http://manuals.ramjet.com/xserve800.pdf"" target=""_blank"">Apple's installation guide.</a></p>",Ramjet,LEGACY DIMM,"ltitle-8GB (4GBx2), zdataspeed-DDR2-800MHz, zdimmconfig-4GBx2, zkitsize-8GB, ztitle-DDR2-800MHz MODULES, ztitleheader",true,Title,Default Title,,,,,XISx8G,41,,-1,continue,manual,191.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/XISx8GL_1.jpeg?v=1456249994,,false,688168677823,,,electronics > electronics accessories > memory > ram,,,,,,,,,,,,,lb,
xserve-ddr2-800-memory-2gbx2,"Xserve Memory for Model 2,1 (2GBx2)","<p><span>The Xserve 2,1 is based on the Intel Xeon 5400 series CPU.  The Xserve 2,1 uses a new type of memory called an FB-DIMM. There are eight (8) slots, and the FB-DIMMs must be installed in pairs (2x at a time), or to run 256 Bit Addressing they would be installed in matched quads (4x identical modules). The original 1GB is installed as a pair of two 512MB FB-DIMMs. The system maximum is 32GB with the installation of eight (8) 4 GB FB-DIMMs.</span><br><br><b>Matched Modules:</b><span> Ramjet kits contain a matched pair of FB-DIMMs. The kit will consist of identical brand/model/spec IC's. They will be from a single batch, and will have matching series numbers. This ensures perfect compatibility. </span><br><br><b>256 Bit Addressing:</b><span> The Xserve 2,1 is capable of addressing a bank of four (4) FB-DIMMs as a single 256-bit memory bus. Having your memory installed as a matched quad will increase your system performance by 5-10%. The Ramjet 1GB FB-DIMM kit (2x 512MB) can be installed along with the Apple original 1GB (2x 512MB) to create a 256 bit quad of four (4) 512MB FB-DIMMs. </span></p>
<!-- split -->
<p>Please view Apple's installation guide for more information.<br> <a href=""http://manuals.ramjet.com/xserve800.pdf"" target=""_blank"">Apple's installation guide.</a></p>",Ramjet,LEGACY DIMM,"ltitle-4GB (2GBx2), zdataspeed-DDR2-800MHz, zdimmconfig-2GBx2, zkitsize-4GB",true,Title,Default Title,,,,,XISx4G,41,,-2,continue,manual,94.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/XISx4GL_1.jpeg?v=1456249990,,false,688168677816,,,electronics > electronics accessories > memory > ram,,,,,,,,,,,,,lb,
xserve-ddr2-800-memory-1gbx2,"Xserve Memory for Model 2,1 (1GBx2)","<p><span>The Xserve 2,1 is based on the Intel Xeon 5400 series CPU.  The Xserve 2,1 uses a new type of memory called an FB-DIMM. There are eight (8) slots, and the FB-DIMMs must be installed in pairs (2x at a time), or to run 256 Bit Addressing they would be installed in matched quads (4x identical modules). The original 1Gig is installed as a pair of two 512MB FB-DIMMs. The system maximum is 32GB with the installation of eight (8) 4 GB FB-DIMMs.</span><br><br><b>Matched Modules:</b><span> Ramjet kits contain a matched pair of FB-DIMMs. The kit will consist of identical brand/model/spec IC's. They will be from a single batch, and will have matching series numbers. This ensures perfect compatibility. </span><br><br><b>256 Bit Addressing:</b><span> The Xserve Intel is capable of addressing a bank of four (4) FB-DIMMs as a single 256-bit memory bus. Having your memory installed as a matched quad will increase your system performance by 5-10%. The Ramjet 1Gig FB-DIMM kit (2x 512mb) can be installed along with the Apple original 1Gig (2x 512mb) to create a 256 bit quad of four (4) 512mb FB-DIMMs. </span></p>
<!-- split -->
<p>Please view Apple's installation guide for more information.<br> <a href=""http://manuals.ramjet.com/xserve800.pdf"" target=""_blank"">Apple's installation guide.</a></p>",Ramjet,LEGACY DIMM,"ltitle-2GB (1GBx2), zdataspeed-DDR2-800MHz, zdimmconfig-1GBx2, zkitsize-2GB",true,Title,Default Title,,,,,XISx2G,41,,1,continue,manual,89.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/XISx2GL_1.jpeg?v=1456249985,,false,688168677809,,,electronics > electronics accessories > memory > ram,,,,,,,,,,,,,lb,
xserve-ddr2-800-memory-512mbx2,"Xserve Memory for Model 2,1 (512MBx2)","<p><span>The Xserve 2,1 is based on the Intel Xeon 5400 series CPU.  The Xserve 2,1 uses a new type of memory called an FB-DIMM. There are eight (8) slots, and the FB-DIMMs must be installed in pairs (2x at a time), or to run 256 Bit Addressing they would be installed in matched quads (4x identical modules). The original 1GB configuration is installed as a pair of two 512MB FB-DIMMs. The system maximum is 32GB with the installation of eight (8) 4GB FB-DIMMs.</span><br><br><b>Matched Modules:</b><span> Ramjet kits contain a matched pair of FB-DIMMs. The kit will consist of identical brand/model/spec IC's. They will be from a single batch, and will have matching series numbers. This ensures perfect compatibility. </span><br><br><b>256 Bit Addressing:</b><span> The Xserve Intel is capable of addressing a bank of four (4) FB-DIMMs as a single 256-bit memory bus. Having your memory installed as a matched quad will increase your system performance by 5-10%. The Ramjet 1Gig FB-DIMM kit (2x 512mb) can be installed along with the Apple original 1Gig (2x 512mb) to create a 256 bit quad of four (4) 512mb FB-DIMMs. </span></p>
<!-- split -->
<p>Please view Apple's installation guide for more information.<br> <a href=""http://manuals.ramjet.com/xserve800.pdf"" target=""_blank"">Apple's installation guide.</a></p>",Ramjet,LEGACY DIMM,"ltitle-1GB (512MBx2), zdataspeed-DDR2-800MHz, zdimmconfig-512MBx2, zkitsize-1GB",true,Title,Default Title,,,,,XISx1G,41,,1,continue,manual,65.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/XISx1GL_1.jpeg?v=1456249998,,false,688168677793,,,electronics > electronics accessories > memory > ram,,,,,,,,,,,,,lb,
powermac-g5-original-memory-1gbx8,PowerMac G5 Original Memory 8GB Kit (1GBx8),"",Ramjet,LEGACY DIMM,ltitle-8GB (1GBx8),true,Title,8GB (8x1GB),,,,,G5G8G,41,,1,continue,manual,289.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5G8GL_1.jpeg?v=1456249712,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-original-memory-1gbx4,PowerMac G5 Original Memory 4GB (1GBx4),"",Ramjet,LEGACY DIMM,ltitle-4GB (1GBx4),true,Title,4GB (4x1GB),,,,,G5G4G,41,,0,continue,manual,195.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5G4GL_1.jpeg?v=1456249705,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-original-memory-1gbx2,PowerMac G5 Original Memory 2GB Kit (1GBx2),"",Ramjet,LEGACY DIMM,ltitle-2GB (1GBx2),true,Title,2GB (2x1GB),,,,,G5G2G,41,,0,continue,manual,99.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5G2GL_1.jpeg?v=1456249701,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-original-memory-512mbx2,PowerMac G5 Original Memory 1GB Kit (512MBx2),"",Ramjet,LEGACY DIMM,ltitle-1GB (512MBx2),true,Title,1GB (2x512MB),,,,,G5E1G,40,,1,continue,manual,75.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5E1GL_1.jpeg?v=1456249697,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-original-memory-256mbx2,PowerMac G5 Original Memory 512MB Kit (256MBx2),"<p><b>400Mhz DDR vs. 533Mhz DDR2:</b><br>Do you have the ""Original"" G5 that runs 400Mhz DDR memory, or the ""Dual Core"" G5 that runs 533Mhz DDR2 memory? <a href=""http://ramjet.myshopify.com/pages/ddr-vs-ddr2"">Refer to our DDR vs. DDR2 Guide.</a></p><p>The G5 ""Original"" runs 400Mhz DDR memory. These Single Core ""Original"" G5's can come with either 1 or 2 processor cards and are the Single and Dual G5's. The original has either 4 or 8 memory slots.</p><p><b>Matched Sets:</b><br>In order to provide you with optimal performance and stability, all of our G5 kits are configured with matched modules.</p>",Ramjet,LEGACY DIMM,ltitle-512MB (256MBx2),true,Title,512MB (2x256MB),,,,,G5E512,40,,1,continue,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5E512L_1.jpeg?v=1456249708,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-dual-core-memory-2gbx2-ecc,PowerMac G5 Dual Core Memory 4GB ECC Kit (2GBx2),"",Ramjet,LEGACY DIMM,ltitle-4GB ECC (2GBx2),true,Title,4GB Kit ECC (2x2GB),,,,,G5DDE2G,40,,1,continue,manual,119.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5DDE4GL_1.jpeg?v=1456249673,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-dual-core-memory-1gbx2-ecc,PowerMac G5 Dual Core Memory 2GB ECC Kit (1GBx2),"",Ramjet,LEGACY DIMM,ltitle-2GB ECC (1GBx2),true,Title,2GB Kit ECC (2x1GB),,,,,G5DDE2G,40,,1,continue,manual,79.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5DDE2GL_1.jpeg?v=1456249664,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-dual-core-memory-512mbx2-ecc,PowerMac G5 Dual Core Memory 1GB ECC Kit (512MBx2),"",Ramjet,LEGACY DIMM,ltitle-1GB ECC (512MBx2),true,Title,1GB Kit ECC (2x512MB),,,,,G5DDE1G,40,,1,continue,manual,59.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5DDE1GL_1.jpeg?v=1456249657,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-dual-core-memory-2gbx2-nonecc,PowerMac G5 Dual Core Memory 4GB Non-ECC Kit (2GBx2),"",Ramjet,LEGACY DIMM,ltitle-4GB Non-ECC (2GBx2),true,Title,4GB Kit Non-ECC (2x2GB),,,,,G5DD4G,40,,-1,continue,manual,99.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5DD4GL_1.jpeg?v=1456249676,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-dual-core-memory-1gbx2-nonecc,PowerMac G5 Dual Core Memory 2GB Non-ECC Kit (1GBx2),"",Ramjet,LEGACY DIMM,ltitle-2GB Non-ECC (1GBx2),true,Title,2GB Kit Non-ECC (2x1GB),,,,,G5DD2G,40,,1,continue,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5DD2GL_1.jpeg?v=1456249668,,false,,,,,,,,,,,,,,,,,lb,
powermac-g5-dual-core-memory-512mbx2-nonecc,PowerMac G5 Dual Core Memory 1GB Non-ECC Kit (512MBx2),"<p><b>400Mhz DDR vs. 533Mhz DDR2:</b><br>Do you have the ""Original"" G5 that runs 400Mhz DDR memory, or the ""Dual Core"" G5 that runs 533Mhz DDR2 memory? <a href=""http://ramjet.myshopify.com/pages/ddr-vs-ddr2"">Refer to our DDR vs. DDR2 Guide.</a></p><p><b>ECC vs. Non-ECC:</b><br>ECC memory is usually used in mission critical applications like servers, but Apple is now making it available to G5 workstations! ECC stands for Error Correction Code. This type of memory uses an extra parity bit to detect and correct some types of memory errors. In order to run ECC, all installed DIMMs must be the ECC type. You can mix ECC and Non-ECC, but the ECC function will be disabled.</p><p>The G5 ""Dual Core"" runs 533Mhz DDR2 memory. These dual core G5s can come with either 1 or 2 processor cards that have two processors on each, and are Dual or Quad G5s. The dual core G5s have 8 memory slots which can each hold a maximum of 2GB, for a system maximum of 16GB.</p><p><b>Matched Sets:</b><br>In order to provide you with optimal performance and stability, all of our G5 kits are configured with matched modules.</p>",Ramjet,LEGACY DIMM,ltitle-1GB Non-ECC (512MBx2),true,Title,1GB Kit Non-ECC (2x512MB),,,,,G5DD1G,40,,1,continue,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G5DD1GL_1.jpeg?v=1456249661,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-quicksilver-g4-2001-and-g4-digital-audio-memory-512mbx3,"PowerMac G4 Quicksilver, G4 2001, and G4 Digital Audio Memory 1.5GB (512MBx3)","",Ramjet,LEGACY DIMM,ltitle-1.5GB (512MBx3),true,Title,1.5GB (3x512MB),,,,,G4R15G,59,,1,continue,manual,139.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4R15GL_1.jpeg?v=1456249596,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-quicksilver-g4-2001-and-g4-digital-audio-memory-512mbx2,"PowerMac G4 Quicksilver, G4 2001, and G4 Digital Audio Memory 1GB Kit (512MBx2)","",Ramjet,LEGACY DIMM,ltitle-1GB (512MBx2),true,Title,1GB (2x512MB),,,,,G4R1G,41,,1,continue,manual,95.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4R1GL_1.jpeg?v=1456249603,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-quicksilver-g4-2001-and-g4-digital-audio-memory-512mb,"PowerMac G4 Quicksilver, G4 2001, and G4 Digital Audio Memory 512MB","",Ramjet,LEGACY DIMM,ltitle-512MB,true,Title,512MB (1x512MB),,,,,G4R512,18,,1,continue,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4R512L_1.jpeg?v=1456249611,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-quicksilver-g4-2001-and-g4-digital-audio-memory-256mb,"PowerMac G4 Quicksilver, G4 2001, and G4 Digital Audio Memory 256MB","",Ramjet,LEGACY DIMM,ltitle-256MB,true,Title,256MB (1x256MB),,,,,G4R256,18,,1,continue,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4R256L_1.jpeg?v=1456249606,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-quicksilver-g4-2001-and-g4-digital-audio-memory-128mb,"PowerMac G4 Quicksilver, G4 2001, and G4 Digital Audio Memory 128MB","<p>This G4 series includes the G4 Quicksilver, the G4 2001, and the G4 Digital Audio model.</p><p>The G4 2001 Quicksilver has either three or four memory slots which can each hold up to 512mb. Check your Apple System Profiler, or open and view the inside of your machine to determine which configuration you have. Or, you may call Ramjet, and one of our memory experts will assist you.</p><p>PC-133 Compatibility: Older 100Mhz G4's [G4 AGP, G4 Cube, old G4 Dual] [NOT G4 PCI] are capable of using these PC-133 G4 DIMMs.</p><p>Apple recommends JEDEC MO-161-D compliant RAM for this series.</p>",Ramjet,LEGACY DIMM,ltitle-128MB,true,Title,128MB (1x128MB),,,,,G4R128,18,,1,continue,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4R128L_1.jpeg?v=1456249599,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-pci-memory-256mb,PowerMac G4 PCI Memory 256MB,"",Ramjet,LEGACY DIMM,ltitle-256MB,true,Title,256MB,,,,,G4256,18,,1,continue,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4256L_1.jpeg?v=1456249589,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-pci-memory-128mb,PowerMac G4 PCI Memory 128MB,"",Ramjet,LEGACY DIMM,ltitle-128MB,true,Title,128MB,,,,,G4128,18,,-1,continue,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4128L_1.jpeg?v=1456249585,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-pci-memory-64mb,PowerMac G4 PCI Memory 64MB,"<p>The original PCI Yikes version was discontinued in the fall of 1999, and all subsequent models can use the AGP version memory. These later AGP models include the G4 Cube, the G4 Sawtooth, and the G4 Dual Processor.</p><p><b>Maximum RAM:</b> Although it is physically possible to install four 512MB DIMMs, this machine will only recognize a maximum of 1.5GB under OS9. OX10.0 and later are able to recognize a full 2GB.</p>",Ramjet,LEGACY DIMM,ltitle-64MB,true,Title,64MB,,,,,G464,18,,1,continue,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G464L_1.jpeg?v=1456249592,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-ddr-mirror-drive-door-memory-512mbx4,PowerMac G4 DDR 'Mirror Drive Door' Memory 2GB (512MBx4),"<p>Four 512MB memory modules for the PowerMac G4 'Mirror Drive Door.'  The G4 DDR series has four memory slots which can each hold up to 512MB for a system max of 2GB.</p><p>DDR400 Speed &amp; Stability: All PowerMac G4 DDR models are capable of running high performance PC-3200 DDR400 SDRAM. PC-3200 is the fastest form of RAM available for the G4 DDR, and it is the part that Ramjet recommends. Using this type of RAM will also reduce memory errors thanks to the more advanced fabrication techniques used in its production.</p>",Ramjet,LEGACY DIMM,ltitle-2GB (512MBx4),true,Title,2GB (4x512MB),,,,,G4D2G,77,,1,continue,manual,185.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4D2GL_1.jpeg?v=1456249565,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-ddr-mirror-drive-door-memory-512mbx3,PowerMac G4 DDR 'Mirror Drive Door' Memory 1.5GB (512MBx3),"<p>Three 512MB memory modules for the PowerMac G4 'Mirror Drive Door.'  The G4 DDR series has four memory slots which can each hold up to 512MB for a system max of 2GB.</p><p>DDR400 Speed &amp; Stability: All PowerMac G4 DDR models are capable of running high performance PC-3200 DDR400 SDRAM. PC-3200 is the fastest form of RAM available for the G4 DDR, and it is the part that Ramjet recommends. Using this type of RAM will also reduce memory errors thanks to the more advanced fabrication techniques used in its production.</p>",Ramjet,LEGACY DIMM,ltitle-1.5GB (512MBx3),true,Title,1.5GB (3x512MB),,,,,G4D15G,59,,1,continue,manual,139.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4D15GL_1.jpeg?v=1456249554,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-ddr-mirror-drive-door-memory-512mbx2,PowerMac G4 DDR 'Mirror Drive Door' Memory 1GB Kit (512MBx2),"<p>Two 512MB memory modules for the PowerMac G4 'Mirror Drive Door.'  The G4 DDR series has four memory slots which can each hold up to 512MB for a system max of 2GB.</p><p>DDR400 Speed &amp; Stability: All PowerMac G4 DDR models are capable of running high performance PC-3200 DDR400 SDRAM. PC-3200 is the fastest form of RAM available for the G4 DDR, and it is the part that Ramjet recommends. Using this type of RAM will also reduce memory errors thanks to the more advanced fabrication techniques used in its production.</p>",Ramjet,LEGACY DIMM,ltitle-1GB (512MBx2),true,Title,1GB (2x512MB),,,,,G4D1G,41,,1,continue,manual,95.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4D1GL_1.jpeg?v=1456249557,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-ddr-mirror-drive-door-memory-512mb,PowerMac G4 DDR 'Mirror Drive Door' Memory 512MB,"<p>One 512MB memory module for the PowerMac G4 'Mirror Drive Door.'  The G4 DDR series has four memory slots which can each hold up to 512MB for a system max of 2GB.</p><p>DDR400 Speed &amp; Stability: All PowerMac G4 DDR models are capable of running high performance PC-3200 DDR400 SDRAM. PC-3200 is the fastest form of RAM available for the G4 DDR, and it is the part that Ramjet recommends. Using this type of RAM will also reduce memory errors thanks to the more advanced fabrication techniques used in its production.</p>",Ramjet,LEGACY DIMM,ltitle-512MB,true,Title,512MB (1x512MB),,,,,G4D512,18,,1,continue,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4D512L_1.jpeg?v=1456249568,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-ddr-mirror-drive-door-memory-256mb,PowerMac G4 DDR 'Mirror Drive Door' Memory 256MB,"<p>One 256MB memory module for the PowerMac G4 'Mirror Drive Door.'  The G4 DDR series has four memory slots which can each hold up to 512MB for a system max of 2GB.</p><p>DDR400 Speed &amp; Stability: All PowerMac G4 DDR models are capable of running high performance PC-3200 DDR400 SDRAM. PC-3200 is the fastest form of RAM available for the G4 DDR, and it is the part that Ramjet recommends. Using this type of RAM will also reduce memory errors thanks to the more advanced fabrication techniques used in its production.</p>",Ramjet,LEGACY DIMM,ltitle-256MB,true,Title,256MB (1x256MB),,,,,G4D256,18,,1,continue,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4D256L_1.jpeg?v=1456249561,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-agp-memory-512mbx3,PowerMac G4 AGP Memory 1.5GB Kit (512MBx3),"",Ramjet,LEGACY DIMM,ltitle-1.5GB (512MBx3),true,Title,1.5GB (3x512MB),,,,,G4S15G,60,,1,continue,manual,139.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4S15GL_1.jpeg?v=1456249514,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-agp-memory-512mbx2,PowerMac G4 AGP Memory 1GB Kit (512MBx2),"",Ramjet,LEGACY DIMM,ltitle-1GB (512MBx2),true,Title,1GB (2x512MB),,,,,G4S1G,40,,1,continue,manual,95.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4S1GL_1.jpeg?v=1456249522,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-agp-memory-512mb,PowerMac G4 AGP Memory 512MB,"",Ramjet,LEGACY DIMM,ltitle-512MB,true,Title,512MB,,,,,G4S512,20,,1,continue,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4S512L_1.jpeg?v=1456249529,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-agp-memory-256mb,PowerMac G4 AGP Memory 256MB,"",Ramjet,LEGACY DIMM,ltitle-256MB,true,Title,256MB,,,,,G4S256,20,,1,continue,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4S256L_1.jpeg?v=1456249525,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-agp-memory-128mb,PowerMac G4 AGP Memory 128MB,"",Ramjet,LEGACY DIMM,ltitle-128MB,true,Title,128MB,,,,,G4S128,20,,1,continue,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4S128L_1.jpeg?v=1456249518,,false,,,,,,,,,,,,,,,,,lb,
powermac-g4-agp-memory-64mb,PowerMac G4 AGP Memory 64MB,"<p>The original PCI Yikes version was discontinued in the fall of 1999, and all subsequent models can use the AGP version memory. These later AGP models include the G4 Cube, the G4 Sawtooth, and the G4 Dual Processor.</p><p><b>Maximum RAM:</b> Although it is physically possible to install four 512MB DIMMs, this machine will only recognize a maximum of 1.5GB under OS9. OX10.0 and later are able to recognize a full 2GB.</p>",Ramjet,LEGACY DIMM,ltitle-64MB,true,Title,64MB,,,,,G4S64,20,,1,continue,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G4S64L_1.jpeg?v=1456249532,,false,,,,,,,,,,,,,,,,,lb,
powermac-g3-pro-256mb,PowerMac G3 Pro Memory 256MB,"",Ramjet,LEGACY DIMM,ltitle-256MB,true,Title,256MB,,,,,G3PRO256,18,,1,continue,manual,39.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G3PRO257.jpeg?v=1456249482,,false,,,,,,,,,,,,,,,,,lb,
powermac-g3-pro-128mb,PowerMac G3 Pro Memory 128MB,"",Ramjet,LEGACY DIMM,ltitle-128MB,true,Title,128MB,,,,,G3PRO128,18,,1,continue,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G3PRO129.jpeg?v=1456249479,,false,,,,,,,,,,,,,,,,,lb,
powermac-g3-pro-64mb,PowerMac G3 Pro Memory 64MB,"",Ramjet,LEGACY DIMM,ltitle-64MB,true,Title,64MB,,,,,G3PRO64,18,,1,continue,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G3PRO65.jpeg?v=1456249489,,false,,,,,,,,,,,,,,,,,lb,
powermac-g3-pro-32mb,PowerMac G3 Pro Memory 32MB,"<p>The PowerMac G3 Pro also goes by the names G3 Yosemite, and G3 Blue &amp; White.</p><p>Contrary to the Apple specification, the G3 Pro is able to use a maximum of 1024MB (1GB) in system memory.</p><p>Ramjet uses the more expensive 16x8 based IC chips in our G3 Pro 256MB modules. This insures better compatibility and performance over the cheaper 32x4 IC's that are used by many memory vendors.</p><p>For this application, Ramjet also uses a faster SDRAM type called PC-133, which has been configured to run at 100Mhz in the G3 Pro. This improves reliability, and will give you a small performance improvement over the slower PC-100.</p>",Ramjet,LEGACY DIMM,ltitle-32MB,true,Title,32MB,,,,,G3PRO32,18,,1,continue,manual,12.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/G3PRO33.jpeg?v=1456249486,,false,,,,,,,,,,,,,,,,,lb,
